input	target
CSS Validator	Umchazi Wosebenziso CSS
Started with Tools Validate Web Page Validate CSS,it uses the W3C CSS validator to validate the current page's Cascading Style Sheets.	Iqalwe nge Izixhobo Qinisekisa Iphepha le Web qinisekisa CSS,isebenzisa W3C CSS umqinisekisi wokuqinisekisa Uhlobo Lowiswo lwe Sheets kwiphepha langoku.
HTML Settings	Izicwangciso ze HTML
Select Tools HTML Settings to enable or disable a number of HTML settings without going through the Settings dialog.	Khetha Izixhobo Izicwangciso ze HTML ukwenza okanye ukukhubaza izicwangciso ze HTML eziliqela ngaphandle kokudlula kwi Settings incoko yababini.
Image Gallery	Igalari Yemifanekiso
In File Manager mode,you can select Tools Create Image Gallery to create an HTML page with thumbnails of all the images in the current folder. By default the HTML page is called images. html and the thumbnails are put into a new thumbs folder.	Kwindlela Yomphathi Wefayile,uyakwazi ukukhetha Izixhobo Yenza Umfanekiso Wegalari ukwenza iphepha le HTML ene thumbnails zayoyonke imifanekiso kwisilawulo sangoku.Ngokungagqibekanga iphepha le HTML linikwe eligama images.html ne thunbnails ezibekwe kwentsha i thumbs isilawulo.
Select Tools Change Browser Identification to get a menu that allows you to change the User Agent string without going through the Settings dialog procedure.	Khetha Izixhobo Tshintsha Ulwaziso Lomkhangeli Zincwadi ukufumana i menu ekuvumelayo ukuba utshintshe i User Agent string ngaphandle kokudlula kwi Settings dialog procedure.
Navigation Panel Media Player	Iqela lenjongo ethile Lolawulo Lomdlali Wokwazisa umphakathi
This is a simple media player,embedded as a tab page in the Navigation Panel. You can drag songs or videos onto this page to play them.	Lona ngud
Saving Settings Profiles	Igcina izicwangciso Iimboniso zabucala
The Navigation Panel	Ulawulo Lweqela lenjongo elithile
With the Navigation Panel	Ngolawulo Lweqela lenjongo elithile
This page shows a tree view of your Bookmarks. Left click on an item to open it in the main view.	Ekhohlo nqakraza kumba we menu ukwenza loo nto.
The Audio CD Browser.	I Ibar yeSixhobo Engundoqo lt Konquerorgt.
Multiple Views	Ikhetha iiFayile Ezininzi
Show Configuration Button	Uqwalaselo Lomntu onegunya lokusebenzela omnye
Right clicking on a tab icon brings up a menu with the following options	Ekhohlo nqakraza kwikhonkco lephepha le web page ukwenza i konqueror landela elo khonkco.
Set Icon	Cwangcisa ukukhowuda
To remove the tab page from the Navigation Panel.	Ngolawulo Lweqela lenjongo elithile
konsole provides a number of actions located in the Scrollback menu.	Hlela Menu
Click on the menu entry Settings Manage Profiles...	Hlela Menu
File Menu	Imboniselo Menu
Ctrl Shift N File	Hlela Menu
Ctrl Shift M File	Hlela Menu
File Shell	Hlela Menu
konsole ships with the Shell profile as the default. Any new profiles added by the user will have its own menu item below File Shell.	Hlela Menu
File Open File Manager	Hlela Menu
Ctrl Shift W File	Hlela Menu
Ctrl Shift Q File Quit	Hlela Menu
Edit Menu	Hlela Menu
Ctrl Shift C Edit Copy	Hlela Menu
Ctrl Shift V Edit Paste	Hlela Menu
Ctrl Alt S Edit...	Hlela Menu
Ctrl Shift ,Edit Copy Input To All Tabs in Current Window	Hlela Menu
Ctrl Shift . Edit Copy Input To Select Tabs...	Hlela Menu
Ctrl Shift Edit Copy Input To None	Hlela Menu
Edit Clear Reset	Hlela Menu
View Menu	Imboniselo Menu
Ctrl Shift L View Split View Split View Left Right	Hlela Menu
Ctrl Shift T View Split View Split View Top Bottom	Hlela Menu
Ctrl Shift S View Split View Close Active	Hlela Menu
Ctrl Shift O View Split View Close Others	Hlela Menu
Ctrl Shift View Split View Expand View	Hlela Menu
Ctrl Shift View Split View Shrink View	Hlela Menu
Ctrl Shift H View	Hlela Menu
View Show Menu Bar	Hlela Menu
Ctrl Shift F11 View	Hlela Menu
Ctrl Shift I View Monitor for Silence	Hlela Menu
Ctrl Shift A View Monitor for Activity	Hlela Menu
View Character Encoding	Hlela Menu
Ctrl View Increase Text Size	Hlela Menu
Ctrl - View	Hlela Menu
Scrollback Menu	Uncedo Menu
Ctrl Shift F Scrollback...	Hlela Menu
F3 Scrollback Find Next	Hlela Menu
Shift F3 Scrollback Find Previous	Hlela Menu
Scrollback Save Output...	Hlela Menu
Scrollback Scrollback Options...	Hlela Menu
Ctrl Shift X Scrollback	Hlela Menu
Clears all text saved in current tab and resets the terminal	Cwangcisa iwonga le window
Bookmarks Menu	Uncedo Menu
Ctrl Shift B Bookmarks Add Bookmark	Hlela Menu
Bookmarks Bookmark Tabs as Folder...	Hlela Menu
Bookmarks New Bookmark Folder...	Hlela Menu
Settings Menu	Izicwangciso Menu
Settings Change Profile	Hlela Menu
Changes the profile for the current tab	Cwangcisa iwonga le window
Settings Edit Current Profile...	Hlela Menu
Settings Manage Profiles...	Hlela Menu
Settings Configure Notifications...	Hlela Menu
Help Menu	Uncedo Menu
Start konsole using a saved set of sessions.	Cwangcisa iwonga le window
Disable transparent backgrounds,even if the system supports them.	Cwangcisa iwonga le window
Do not close the initial session automatically when it ends.	Cwangcisa iwonga le window
Show license information	Bonisa ulwazi lwelayisenisi
Edit Copy Input To...	Hlela Menu
Edit Clear Display	Hlela Menu
Scrollback Clear Scrollback	Hlela Menu
View Monitor for Activity	Hlela Menu
Bookmarks Add Bookmark	Hlela Menu
This document is the user handbook for the konsole application.	Hlela Menu
What makes konsole special	Hlela Menu
konsole 's advanced features include simple configuration and the ability to use multiple terminal shells in a single window,making for a less cluttered desktop.	Hlela Menu
Using konsole ,a user can open	Hlela Menu
Linux console sessions	Hlela Menu
Shell sessions	Cwangcisa iwonga le window
Screen sessions	Cwangcisa iwonga le window
Midnight Commander file manager sessions	Cwangcisa iwonga le window
Root console sessions	Hlela Menu
Root Midnight Commander sessions	Hlela Menu
User created sessions	Hlela Menu
These sessions can be renamed to help you keep track of all your shells,or signaled STOP,CONT,HUP,INT,TERM,KILL.	Cwangcisa iwonga le window
For more control over konsole ,a user can	Hlela Menu
hide show the menubar and or frame	Cwangcisa iwonga le window
select the size of a konsole window,fonts,color schemes,and key mapping	Cwangcisa iwonga le window
change location of the scrollbar or hide the scrollbar	Hlela Menu
change location of the tabbar or hide the tabbar	Cwangcisa iwonga le window
All chosen settings can be made the default for forthcoming sessions by saving them.	Hlela Menu
For those with a deep interest in the taxonomy of free X terminals,xterm,the original,written even before X itself a month or two,and xvt,a lightweight xterm clone,on which most other currently available derivatives notably eterm are based.	Hlela Menu
When konsole is started,an application typically a UNIX shell runs in the window. Simply type at the prompt.	Cwangcisa iwonga le window
konsole Screen	Cwangcisa iwonga le window
konsole Screen	Cwangcisa iwonga le window
Drag and Drop	Tsala kwaye Ulahle
Page Up	Iphepha Eliphezulu
Alt Page Up	Ctrl P
Page Down	Iphepha Ezantsi
Alt Page Down	Ctrl P
Shift Enter	Shift F1
Shift Left Arrow	Shift Utolo Lasekhohlo
Shift Right Arrow	Shift Utolo Lasekunene
Shift F1	Shift F1
What's this	Yintoni le
Shift F3	Shift F1
Ctrl H	Ctrl F
Ctrl Shift H	Ctrl Shift Z
Ctrl A	Ctrl F
Ctrl Shift A	Ctrl Shift Z
Ctrl Shift B	Ctrl Shift Z
Ctrl B	Ctrl F
Ctrl C	Ctrl C
Ctrl D	Ctrl F
Ctrl Shift D	Ctrl Shift Z
Ctrl F	Ctrl F
Ctrl G	Ctrl F
Ctrl I	Ctrl F
Indent selection	Iinketho Eziqhubekayo
Ctrl Shift I	Ctrl Shift Z
Unindent selection	Iinketho Eziqhubekayo
Ctrl J	Ctrl F
Ctrl N	Ctrl N
Ctrl O	Ctrl F
Ctrl P	Ctrl P
Ctrl Q	Ctrl Q
Ctrl R	Ctrl R
Ctrl S	Ctrl S
Ctrl U	Ctrl F
Ctrl Shift U	Ctrl Shift Z
Ctrl Alt U	Ctrl F
Ctrl V	Ctrl V
Ctrl W	Ctrl F
Ctrl X	Ctrl X
Ctrl Z	Ctrl Z
Ctrl Shift Z	Ctrl Shift Z
Ctrl -	Ctrl F
Ctrl Shift -	Ctrl Shift Z
Ctrl Shift	Ctrl Shift Z
Meta Ctrl V	Ctrl V
Ctrl Space	Ctrl S
Dynamic Word Wrap	Songela Igama
The File Menu	I Fayile Menu
Ctrl N File New	Ctrl N Ifayile Entsha
Ctrl O File Open...	Ctrl N Ifayile Entsha
Ctrl S File Save	Ctrl S Ifayile Gcina
F5 File Reload	Ctrl N Ifayile Entsha
File Export as HTML	Izicwangciso Qwalasela Iibar zesixhobo
Ctrl W File Close	Ctrl N Ifayile Entsha
Ctrl Q File Quit	Ctrl Q Ifayile Iyakhupha
The Edit Menu	I Hlela Menu
Ctrl Z Edit Undo	Ctrl Z Hlela Sukwenza
Edit Copy as HTML...	Izicwangciso Bonisa Isixhobo Sebhari
Ctrl Shift A Edit Deselect	Ctrl Q Ifayile Iyakhupha
Ctrl Shift B Edit	Ctrl Z Hlela Sukwenza
Meta Ctrl V Edit	Ctrl Z Hlela Sukwenza
Ins Edit	Ctrl Z Hlela Sukwenza
Ctrl F Edit Find...	Ctrl Z Hlela Sukwenza
Ctrl R Edit Replace...	Ctrl Z Hlela Sukwenza
Ctrl H Edit Find Selected	Ctrl Z Hlela Sukwenza
Ctrl Shift H Edit Find Selected Backwards	Ctrl Q Ifayile Iyakhupha
Ctrl G Edit Go to Line...	Ctrl Z Hlela Sukwenza
The View menu	I Fayile Menu
View New Window	Izicwangciso Bonisa Isixhobo Sebhari
F7 View Switch to Command Line	Ctrl Z Hlela Sukwenza
View Schema	Izicwangciso Bonisa Isixhobo Sebhari
F10 View	Ctrl Z Hlela Sukwenza
View Dynamic Word Wrap Indicators	Izicwangciso Bonisa Isixhobo Sebhari
View Show Static Word Wrap Marker	Izicwangciso Bonisa Isixhobo Sebhari
F6 View	Ctrl S Ifayile Gcina
F11 View	Ctrl N Ifayile Entsha
View Show Scrollbar Marks	Izicwangciso Bonisa Isixhobo Sebhari
F9 Show	Ctrl Z Hlela Sukwenza
Ctrl Shift - Collapse Toplevel	Ctrl S Ifayile Gcina
Ctrl Shift Expand Toplevel	Ctrl S Ifayile Gcina
Ctrl - Collapse One Local Level	Ctrl S Ifayile Gcina
Ctrl Expand One Local Level	Ctrl S Ifayile Gcina
The Bookmarks Menu	I Amanqaku encwadi Menu
Ctrl B Bookmarks	Ctrl N Ifayile Entsha
Bookmarks Clear All Bookmarks	Izicwangciso Bonisa Isixhobo Sebhari
Alt PgUp Bookmarks Previous	Ctrl N Ifayile Entsha
Alt PgDown Bookmarks Next	Ctrl N Ifayile Entsha
The Tools Menu	I Izixhobo Menu
Tools Read Only Mode	Izicwangciso Bonisa Isixhobo Sebhari
Tools Mode	Izicwangciso Bonisa Isixhobo Sebhari
Tools Highlighting	Izicwangciso Bonisa Isixhobo Sebhari
Tools Indentation	Izicwangciso Bonisa Isixhobo Sebhari
Tools Encoding	Izicwangciso Bonisa Isixhobo Sebhari
Tools End of Line	Izicwangciso Bonisa Isixhobo Sebhari
Ctrl Space Tools	Ctrl N Ifayile Entsha
Add to Dictionary	Incwadi enenkcazelo zamagama
Replace All	Buyisela konke
Ignore All	Lahla konke
Tools Spelling from cursor...	Izicwangciso Bonisa Isixhobo Sebhari
Tools Spellcheck Selection...	Izicwangciso Qwalasela Iibar zesixhobo
Ctrl I Tools Indent	Ctrl N Ifayile Entsha
Ctrl Shift I Tools Unindent	Ctrl Q Ifayile Iyakhupha
Tools Align	Izicwangciso Bonisa Isixhobo Sebhari
Ctrl D Tools Comment	Ctrl N Ifayile Entsha
Ctrl Shift D Tools Uncomment	Ctrl N Ifayile Entsha
Ctrl U Tools Uppercase	Ctrl N Ifayile Entsha
Ctrl Shift U Tools Lowercase	Ctrl N Ifayile Entsha
Alt Ctrl U Tools Capitalize	Ctrl N Ifayile Entsha
Ctrl J Tools	Ctrl N Ifayile Entsha
Tools Word Wrap Document	Izicwangciso Bonisa Isixhobo Sebhari
The Settings Menu	I Izicwangciso Menu
Settings Show Toolbar	Izicwangciso Bonisa Isixhobo Sebhari
Settings Configure Editor...	Izicwangciso Qwalasela Iibar zesixhobo
Settings Configure Shortcuts...	Izicwangciso Qwalasela Iibar zesixhobo
Settings Configure Toolbars...	Izicwangciso Qwalasela Iibar zesixhobo
The Help Menu	I Fayile Menu
Word Wrap	Songela Igama
Dynamic Word Wrap	Songela Igama
Show indentation lines	Yenza amathanda
Bracket highlight	Yenza uphawu
Word wrap markers	Songela Igama
Highlighting Text Styles	Yenza uphawu kukhetho oluzenzekelayo
Highlight tabulators	Yenza uphawu
Static Word Wrap	Songela Igama
Enable static word wrap	Songela Igama
Wrap words at	Songela amagama ku
Highlight trailing spaces	Yenza uphawu
Default Indentation mode	Yenza amathanda
Indentation Properties	Yenza amathanda
Indentation width	Yenza amathanda
Indentation Actions	Yenza amathanda
Backspace key in leading blank space unindents	Nika Isithuba Ngasemva
Encoding autodetection	Iinketho Eziqhubekayo
Backup on Save	Nika Isithuba Ngasemva
The selected plugins are available in the Tools menu.	I Izixhobo Menu
Credits and Licenses	Amatyala Nelayisenisi
Matt Newell newellm proaxis. com	Matt Newell newellm proaxis.com
Simon. Hausmann Simon. Hausmann. mail	Simon Hausmann hausmann kde.org
Dynamic word wrap	Songela Igama
F10 View	Ctrl Z Hlela Sukwenza
Alt Ctrl U	Ctrl F
Code Folding	I Izicwangciso Menu
Tools Filletype	Izicwangciso Bonisa Isixhobo Sebhari
Settings Choose Editor...	Izicwangciso Qwalasela Iibar zesixhobo
Indentations of more than the selected number of spaces will not be shortened.	Amathanda angaphezu kwenani elikhethiweyo ezithuba akazuku bamafutshane.
This allows the Tab key to be used to indent.	Ctrl Z Hlela Sukwenza
This allows the Tab key insert indent characters.	Ctrl Z Hlela Sukwenza
This allows the Tab key insert a tab.	Ctrl Z Hlela Sukwenza
This allows the Tab key indent the current line.	Ctrl Z Hlela Sukwenza
About this FAQ	Malunga nale FAQ
What can I do to help out with this FAQ	Ndingenza ntoni ukunceda ngale FAQ
First,send us any errors that you may find. Also,any suggestions that you might have,are appreciated. Better yet,send us everything that you think is unclear,and if possible,send us what you think would be a clearer solution. The email address of the current maintainer is jhall kde. org.	Kuqala,sithumele naziphi iimposiso ozifumanayo.Kwakhona,naziphi na iziphakamiso onokubanazo ziyavuyelwa.Kungcono noko,nayiphi na into ocinga ukuba ayicacanga,kwaye ukuba kuyenzeka,sithumele ocinga ukuba kucacile.Idilesi yethun ye email ngu kde- faq kde.org.
Second,send us your solutions of those frequently-asked questions which are still not in this FAQ. We will put them in as soon as possible.	Okwesibini,sithumele izisombululo zakho zemibuzo ebuzwa- rhoqo ekwakule FAQ.Sizakuzibeka ngokukhawuleza.
Last but not least,please make full use of this FAQ. Read this FAQ and other relevant documentation well before asking questions on the various kde mailing lists or newsgroups.	Okokugqibela kodwa okunga kuncinananga,nceda yenza usebenziso olupheleleyo lwale FAQ.Funda oku FAQ nolunye uxwebhu olusondeleyo ngoko phambi kokubuza imibuzo kweyahlukileyo i kde uluhlu lokuposa okanye amaqela endaba.
You might also want to consider becoming a FAQ maintainer. Please refer to for more details.	Ungafuna kwakhona ukuqwalasela ukuba ngu FAQ mlondolozi.Nceda thelekisa ku kwinkcukacha ezininzi.
How do I become a FAQ maintainer	Ndingabanguye njani FAQ umlondolozi
Actually,it is very easy to become an FAQ maintainer,and we are always in need of fresh blood. - Just send us an email at kde-doc-english kde. org.	Ngenene,kulula kakhulu ukuba yi FAQ umlondolozi.Kwaye sisoloko sifuna igazi elitsha.- Sithumele nje i email ku kde- faq kde.org.
kde Frequently Asked Questions	kde Imibuzo Ebuzwa Rhoqo
The kde Team	I kde Iqela
Credits and License	Amatyala Nelayisenisi
The current FAQ maintainers are	Eyangoku FAQ abalondolozi zi
Many of the answers in this FAQ are taken from the various kde mailing lists and newsgroups. Here is a big thank you to all of you who have contributed answers that eventually appear in this FAQ .	Iimpendulo ezininzi kule FAQ zithathwa kweyahlukeneyo i kde uluhlu lokuposa namaqela endaba.Nantsi i enkulu enkosi- kuni nonke abathe banikela iimpendulo ezivelayo kule FAQ.
Special thanks go to the former FAQ maintainers,Rainer Endres and Mr. Lee Wee Tiong	Imibulelo eyodwa iya kowokuqala FAQ umlondolozi,obhale okuninzi kwemisebenzi apha,kwaye wenze umsebenzi omkhulu kakhulu Mnu.Lee Wee Tiong
Configuring kde	Iqwalasela i kde
How do I set the language used by kde	Ndingalucwangcisa njani ulwimi olusetyenziswa yi kde
There are two ways to set the language kde uses in the messages it will display	Kukho iindlela ezimbini zokucwangcisa ulwimi kde ezisebenzisayo kwimiyalezo ezakuyibonisa
Using the kde Control Center	Usebenzisa i kde Umbindi Wolawulo
Fire up the kde Control Center and select Regional Accessibility followed by Country Region Language. You can select your language and location here. If kde cannot find a translation in the first language chosen,it will fall back on the default language. This is usually American English by default.	Gxotha i kde Umbindi Wolawulo kwaye khetha Ubuntu bakho ilandelwa yi Ilizwe no Lwimi.Ungakhetha olwakho ulwimi nendawo apha.Ukuba i kde ayinakufumana uguqulelo kulwimi lokuqalo elikhethiweyo,izakuwa kolungagqibekanga ulwimi.Oku ngesiqhelo kuzakuba Amelika isiNgesi.
Using the kde Control Center is the preferred way of choosing languages in kde .	Usebenzisa i kde Umbindi Wolawulo yindlela ekhethiweyo yokukhetha iilwimi kwi kde.
Using the KDELANG environment variable	Usebenzisa i LANG umahluko wemeko- bume
The second method uses the standard locale setting on your system. To change the language,simply set the environment variable KDELANG accordingly. For example,if your shell is bash,execute export KDELANG de to set German as the language used.	Indlela yesibini isebenzisa isicwangciso esisezantsi kwindlela yakho.Ukutshintsha ulwimi,cwangcisa umahluko wemeko- bume LANG ngendlela.Umzekelo,ukuba iqokobhe lakho yi uvuthuzo,phumeza rhweba ngaphandle ukucwangcisa Isijamani njengolwimi olusetyenziswayo.
Is there any keyboard switcher for international keyboards for kde	Kukho iswitsha yebhodi yezitshixo yeebhodi jikelele ze kde
Yes,you can configure it using the kde Control Center Regional Accessibility Keyboard Layout configuration page.	Ewe ungayiqwalasela usebenzisa i kde UmbindiWolawulo Amacendo Ibhodi yezitshixo Ubeko incoko yababini yoqwalaselo.
How do I replace the standard text login screen with the kde login screen	Ndiyibuyisela njani esezantsi okubhaliweyo kongeniso lwegama nge kde ikhusi legama elithile
The location of kdm may differ on your system.	Indawo ye kdm ingahluka kwindlela yakho.
For changes to take effect immediately,type init 5 for RedHat systems at the shell prompt.	Utshintsho ukuthatha isiphumo ngokukhawuleza,chwetheza init 5 ye RedHat iindlela kukwenziwa kweqokobhe.
It is risky to initiate a graphical login without checking beforehand whether it works. If it fails to work,you would be in for a hard time getting back....	Kungumngcipheko ukuqupha igama lomzobo ngaphandle kokukhangela ngaphambili noba iyasebenza.Ukuba ayiphumeleli,uzakubakho kwixesha elinzima lokufumana kwakhona.
Where do I find information regarding kde themes	Ndilufumana phi ulwazi malunga nemixholo ye kde yokuxoxwa
How do I change MIME Types	Ndizitshintsha njani iindidi ze MIME
If you are using konqueror ,first,open a konqueror window and choose Settings Configure Konqueror,then File Associations. Find the type you want to change eg text english or image gif,and set the application preference order to whatever you want.	Ukuba usebenzisa i konqueror,yenza oku endaweni yoko kuqala,vula i konqueror window kwaye khetha Hlela Udidi Lwefayile.Fumana udidi ofuna ukulitshintsha e.g.text english or image gif,nqakraza i RMB,khetha Ngokubanzi,kwaye cwangcisa isicelo sendlela ekhethiweyo naphi na apho ufuna khona.
kde kdm does not read my. bashprofile	kde kdm ayifundi eyam i.bash profile
How do I use TrueType fonts in kde	Ndiyisebenzisa njani i TrueType imigca kwi kde
You need to install TrueType font support into your X-Window configuration. Please take a look at x. themes. org for the fonts,TrueType Font Support For X11 or X-TrueType Server Project Home Page for the font servers.	Ufuna ukufaka i TrueType inkxaso yomgca kweyakho X- Windows.Nceda jonga kwi x.themes.org yemigca,ne xfsft TrueType Inkxaso Yomgca Ye X11 okanye X- TrueType Iphepha Lasekhaya Leprojekti Yomncedisi yabancedisi bomgca.
If you have a bunch of TrueType fonts from Microsoft Windows ,edit the xorg. conf file to get the fonts from the font folder. Then just tell kde to use these new fonts with the font administrator utility.	Ukuba unesiqhuma se TrueType imigca kwi Microsoft Windows,hlela i XF86Config ifayile ukufumana imigca kwincwadi eneenkcukacha yomgca.Ngoku xelela nje i kde isebenzise le migca mitsha ngento eluncedo yomphathi womgca.
Is it possible to enter,show and work with the Euro Symbol in kde	Kuyenzeka ukungenisa,ukubonisa nokusebenza ngophawu lwe Euro kwi kde
Yes and no. For details,www. koffice. org kword euro. php.	Ewe no hayi.Kwinkcukacha,jonga apha http www.koffice.org kword euro.phtml.
I would like to click the LMB anywhere on the desktop and have the K menu displayed.	Ndingathanda ukunqakraza i LMB naphi na kwi desktop kwaye ubene K menu eboniswayo.
Open the kde Control Center and choose Desktop Behavior. You can now choose the behavior of mouse clicks on the desktop. To have the K menu open from a single LMB click,change the entry labeled Left button to say Application Menu.	Vula i kde Umbindi Wolawulo kwaye khetha Jonga kwaye UveDesktop .Ungakhetha ukuziphatha konqakrazo lwe mouse kwi desktop.Ukuba ne K menu vula kweyodwa i LMB nqakraza,tshintsha ungeno olunombhalo Iqhosha lasekhohlo ukuthi Isicelo se Menu.
How can I contribute to kde	Ndinganikela njani kwi kde
kde is a free software project that lives from voluntary contributions. Everybody is encouraged to contribute to kde . Not only programmers are welcome. There are many ways in which you can help to improve kde	kde yiprojekti ekhululekileyo ye computer ehlala kwiminikelo yokuncedisa.Wonke umntu uyakhuthazwa ukunikela kwi kde.Asingo badwelisi benkqubo kuphela abamkelekileyo.Kukho iindlela ezininzi apho unganceda ukunyusa i kde
Test the software.	Vavanya izixhobo zecomputer.
Send in bug reports. For more information on this,see How do I submit a bug report .	Thumela kwiingxelo ze bug.Kulwazi oluninzi koku,bona Ndiyingenisa njani ingxelo ye bug.
Write documentation or help files. You can get some information by visiting the kde Editorial Team Home Page.	Uxwebhu lokubhala okanye iifayile zokunceda.Ungafumana ulwazi oluthile ngokundwendwela i kde Iphepha Lasekhaya Leqela Lokuhlela.
Translate programs,documentation,and help files. For more information on this,you should visit The kde Translators' and Documenters' Web Site.	Guqulela iinkqubo,uxwebhu,neefayile zokunceda.Kulwazi oluninzi koku,ungandwendwela I kde iWeb Site yaBaguquleli nabenzi bamaXwebhu.
Draw nice icons or compose sound effects. You can visit the kde artists page to find out more.	Zoba ii icon ezintle okanye qamba iziphumo zesandi.Ungandwendwela i kde iphepha labazobi ukufumana okuninzi.
Write articles and books about kde . If you want to help spread the word about kde ,simply send an email to kde-promo kde. org. This will get you in touch with the kde public relations volunteers.	Imiba yokubhala neencwadi malunga ne kde.Ukuba ufuna ukunceda ukwandisa igama malunga ne kde,thumela ngokulula i email ku kde- pr kde.org.Oku kuzakudibanisa nge kde amatsha- ntliziyo omsebenzi kawonke wonke.
Program new kde applications. Please refer to for more information.	Dwelisa entsha i kde izicelo.Nceda thelekisa ku kulwazi oluninzi.
Of course,sponsors are also welcome. -	Kunjalo,abanikeli bamkelekile nabo.-
There are several places to look for more information if you want to get involved in the development. The first step is to subscribe to some of the mailing lists. You will soon see something that can be improved or added.	Kukho iindawo ezininzi ukujonga ulwazi oluninzi ukuba ufuna ubandakanyo kubhekiso phambili.Inqwanqwa lokuqala ukunikela kwezinye ze uluhlu lokuposa.Uzakubona kufutshane into ezakunyuswa okanye idityaniswe.
How do I submit a bug report	Ndiyingenisa njani ingxelo ye bug
bugs. kde. org. The system features a wizard to submit new bug reports and a list of all known bugs.	Kukho indlela yophawulo ye bug ekhoyo ku http bugs.kde.org.Indlela isebenzisa iwizard ukungenisa ingxelo ye bug noluhlu lwezaziwayo zonke iibug.
The easiest way to submit a bug is to select Help Report Bug... from the menu bar of the application with the bug. This will open a small dialog box with a link to the bug tracking system. Please make sure to follow the instructions of the bug reporting wizard.	Indlela elula yokungenisa ibug kukukhetha Uncedo Chaza iBug.kwi menu bar yesicelo nge bug.Oku kuzakuvula ibhokisi yencoko yababini encinane ngekhonkco kwindlela yophawulo ye bug.Nceda qiniseka ukulandela imiyalelo ye bug exela iwizard.
I want to program for kde . What should I do first	Ndifuna ukudwelisela i kde.Ndingenza ntoni kuqala
Everybody is encouraged to develop software for kde . What you should do first depends strongly on your experience,eg whether you have already learned C or have experience with the Qt toolkit and so on.	Wonke umntu uyakhuthazwa ukubhekisa phambili izixhobo zecomputer ze kde.Omawukwenze kuqala kuxhomekeke ngokuqinileyo kulwazi lwakho,eg noba sele ufunde i C okanye uno lwazi nge Qt izixhobo njalo- njalo.
To get into kde programming,cmake,and gcc. techbase. kde. org for more tips.	Ukuya kwi kde udweliso,uzakufuna izixhobo ezingundoqo ezithile automake,autoconf,ne egcs.Ungajonga ku http developer.kde.org ne http www.ph.unimelb.edu.au ssk kde devel iincam ezininzi.
There is,however,one thing that everybody interested in programming for kde subscribe to the developers mailing list. To subscribe,you have to send an email to kde-devel-request kde. org with the subject subscribe youremailaddress.	Kukho,ngoko ke,into enye umntu wonke anomdla kuyo kudweliso lwe kde enokuyenza nikela kubabhekisi phambili boluhlu lokuposa.Ukunikela,unokuthumela i email ku kde- devel- request kde.org ngomxholo nikela eyakho email idilesi.
Please read How to subscribe unsubscribe to these lists carefully. Everything said there applies to the development list as well.	Nceda funda Unikela awunikeli njani kolu luhlu ngononophelo.Yonke into ethethiweyo apho ifakwa kuluhlu lobhekiso phambili.
How do I get access to kde SVN	Ndilufumana njani unikezelo kwi CVS
If you are doing this more or less regularly,techbase. kde. org Contribute GetaSVNAccount. But be aware that more users will slow down SVN access for all developers,so we want to keep the number of people with direct SVN access reasonably small. But feel free to ask	Ukuba wenza oku ngaphezulu okanye ngezants qhoqo,ungabuza u Stephan Kulow coolo kde.org kunikezelo oluthe ngqo kwi CVS umncedisi.Kodwa lindela ukuba abasebenzisi abaninzi bazakucotha CVS unikezelo kubo bonke ababhekisi phambili,ngoko sifuna ukugcina inani labantu ngethe ngqo CVS nikezela encinane eqondayo.Kodwa khululeka ukubuza
Can I have read-only access to the SVN repository	Ndifuna ukuqonda nje yonke into.Ndingano lokufunda- kuphela unikezelo CVS
Yes. Instructions on how to get anonymous,read- techbase. kde. org GettingStarted Sources AnonymousSVN	Imiyalelo ukutshintsha i anoncvs umncedisi ingafunyanwa ku http www.kde.org anoncvs.html,nayo.
Are there any SVN mirror sites for kde	Inga kukho cvsup amanxuwa esibuko e kde
How do I go about translating kde programs into my native language	Ndihamba njani malunga nokuguqulela kde iinkqubo kulwimi lwam lobuhlanga
Look at the The kde Translators' and Documenters' Web Site to see whether your program is already translated most are. Otherwise you will find information there on how to do it yourself.	Khangela i I kde Abaguquleli Nabenzi bamaxwebhu Web Site ukubona noba eyakho inkqubo sele iguqulelwe ezininzi zi.Kungenjalo uzakufumana ulwazi apho lwendlela yokuyenza ngokwakho.
How do I add an application to the desktop	Ndisidibanisa njani isicelo kwi desktop
Just choose the desired application from the K menu and drag and drop it to the Desktop.	Khetha nje isicelo esifunwayo kwi K menu notsalo nolahlo lwayo kwi Desktop.Yiyo leyo.
For applications not listed in the K menu,use the RMB on the desktop and choose Create New Link to Application... and fill in the configuration for the application you want to link to.	Izicelo ezingadweliswanga kwi K menu,sebenzisa i RMB kwidesktop kwaye khetha Yenza Entsha Dibanisa kwiSicelo kwaye gcwalisa kuqwalaselo lwesicelo ofuna ukudibanisa kuso.
How do I mount unmount a device from the desktop	Ndiyunyuka andinyuki njani icebo kwi desktop
First,make sure you are allowed to mount umount the relevant device as a user.	Kuqala,qiniseka ukuba uvunyelwe uku nyuka ukunganyuki icebo lendlela njengo msebenzisi.
Where are the icons kept	Zigcinwa phi ii icon
