input	target
c'est mon préféré	mɛ è un yí wan ná hú mɛ bì è nɛ́
mais je préfère la belgique	amɔ beljik nyɔ hu
je préfère la pâte	un yí wan nú wɔ̆
c'est un enfant de mon premier mari	asu ce nukɔntɔn ɔ sin vi ɖokpo wɛ
fais-le en premier	blò élɔ́ dó nukɔ̀n
s'il en est ainsi d'où est venu le premier oeuf	e nyi mɔ jɛn wɛ fitɛ azin nukɔntɔn ɔ gosin
la première poule	koklosi nukɔntɔn ɔ
voici comment vivaient les premiers chrétiens	lĕ e kristuxwedótɔ́ nukɔn tɔn lɛ́ nɔ́ zán gbɛ yètɔ́n gbɔ́n ɔ́ ɖíè
ne cherchez pas les premières places	mi mɔ nɔ bà tɛ̀n ɖaxó ó
c'est son premier-né	nukɔngbeví tɔ́n wɛ̀
je suis le premier	nyɛ wɛ nyi nukɔntɔ ɔ
bébé fait ses premiers pas	vi ɔ zɔnlin nukɔntɔn ɔ ɖi wɛ
tu prends l'air	a ɖò jɔ̀ yí wɛ́ à
entends-tu ce ton insultant qu'il prend	a ma se zungbè é ɖɔ́ wɛ́ ɖé ɔ́ à
tu prendras la place de paul	a na nɔ̀ pɔ́lu tɛn mɛ̀
tu prends du café au petit déjeuner	a nɔ nu kafɛ zanzan à
tu prends ton livre	a ze nuxixawema towe
l'élève prend son livre	azɔmɛvi ɔ ze wema tɔn
il a versé de l'eau à terre	e flí sin kɔn ny'àyĭ
il a su me prendre pour me demander quelque chose	e hɛ́n mí dó wŭ
il ne prend pas soin de son enfant	e lébe nú vì tɔ́n ă
il ne l'a pas pris au sérieux	e sɔ́ dó ylɔ́ nŭjɔ̀nŭ ă
il a pris le tournant	e xá gwè
il prit chez lui sa femme	e yí asì tɔn dó xwégbe
il pleut je prends mon parapluie	ji ɖo jija wɛ un ze awɛ ce
prends soin de lui	kpé nukún wŭ tɔ̀n
que je prenne les devants	má zɔ̀n mì ná yì
nous avons peiné toute la nuit sans rien prendre	mĭ jɛ tagbà zàn ɔ́ bĭ mɛ̀ káká ɔ́ mĭ mɔ̀ nùɖé wlí ă
nous allons prendre un verre	mì ná ba sin kɔn ny'ayĭ
prenez et mangez	mi yí bó ɖù
le feu a pris brusquement	myɔ wlí hiwùn
je ne sais plus comment m'y prendre avec vous	un sɔ́ tunwùn alɔ e un na zán xá mi é ă
viens prendre l'argent	wa yi kwɛ
la décision est prise	xó ɖè sɔ́ kpò ă
prends-moi dans ta voiture	zè mí dó mɔ̆to towe mɛ̀
quelles sont les grandes préoccupations de l'homme	etɛ́ lɛ́ wɛ́ nɔ́ myá nukún nú gbɛtɔ́
cette affaire me préoccupe	nù nɛ́ ɔ́ myá nukún nú mì
je ne m'en préoccupe pas	un kéyà ă
cette affaire me préoccupe	xó ɔ́ hɛ̀n hùn nú mì
vers la fin de l'année quelle fête prépare-t-on	xwe ɖò na fó wɛ́ ɔ́ xwè tɛ́ lɛ́ sín nŭ wɛ̀ è nɔ sɔ́
les élèves se préparent à rentrer en classe	azɔmɛvi lɛ nɔ yeɖee blo ɖo wɛ bo na ɖo byɔ xɔmɛ
elle a préparé du gui et l'a vendu	é ɖà gi sà
elle prépare la nourriture	e nɔ ɖa nuɖuɖu
vais-je vous préparer une place	na yí bló tɛn ɖó nú à
je prépare d'abord la pâte d'arachide	un ɖa aziin wɔ hwɛ
prépare-moi un peu de bouillie à grumeaux	xò àkwlí kpɛɖé wá nú mì
c'est à peu près bien	e ɖibla nyɔ́
il est près de la case	é ɖò xɔ ɔ́ kɔ̀n
c'est tout près	e lín dó fí ă
non c'est ici tout près	eo tofi jɛn wɛ
j'habite près du marché	un nɔ nɔ̀ blà yì axi ɔ́ kɔ̀n
un enfant mangeait un oeuf de poule près de sa mère	vi ɖokpo ɖo koklosi azin ɖu wɛ ɖo nɔ tɔn kpa
c'est tout près de la maison que se trouve mon champ	xwékɔ̀ fí jɛ́n gle ce ɖé
il a de la présence d'esprit	ayì tɔn ɖo tè
ils se sont réunis en présence du chef de village	yè kplé ɖò to'xɔ́sú núkɔ̀n
et à présent la femme se baissait et lâchait le chien	din ɔ nyɔnu ɔ yi do bo jo cuku ɔ do
pour une fois que j'étais venu te voir tu n'étais pas présent	gayɛnu tɔn è un wá gɔ̀n tówé ɔ́ un mɔ̀ wè ă
j'y étais présent moi-même	nyɛ ɖésú ɖò fínɛ́
aucune n'est déjà partie dans la maison d'un homme jusqu'à présent	ye mɛ ɖebu ko yi asu xwe kaka jɛ din a
tu n'es pas présentable	a sìxú zɔ̀n mɔ̆ bó tɔ́n ă
voici que je vous présente aujourd'hui la bénédiction et la malédiction	e ɖíè ehɔ́nmɛ́ ɔ́ un sɔ́ ɖɛ̀ kpódó nududo kpán ɖo nukɔn nú mi
présente-lui de l'eau	sɔ́ sìn xwlé è
on m'a dit que le président de leur pays ne respecte jamais le droit	e ɖɔ nu mi ɖɔ nukɔntɔ to ɔ tɔn nɔ nyi sɛn a
c'est presque un village	e ɖibla nyi gleta
je ne vois presque plus rien	nukún cé nɔ́ bló vlivlì
je ne vais pas te retenir puisque tu es pressé	un na do e te a a ɖo a ɖo na hwlɛn do
le travail presse	azɔ̀ myá nukún
il m'a pressé	é dó cɔcɔ nú mì
il me presse	e kplɔ́ mì
ne te presse pas	ma hwlɛ́n dó ó
je suis pressé	un ɖò hwlɛ́n dó jí
elle est tout à fait prête	é ɖò páwún páwún
il y a déjà longtemps que c'est prêt	e kó yá xóxó
je t'appellerai dès que ce sera prêt	e yá ɔ́ un na ylɔ́ wè
je suis tout à fait prêt	un ɖò gbesusɔ mɛ̀ jángíjángí
il est prétentieux	e nɔ́ gbà vă
il est prétentieux	e nɔ́ klá jɛ̀ nù nu
on me prête	e hwe mi
prête-leur ton livre	hwe wemaxixa towe nu ye
je leur prête mon livre	un ɖo wemaxixa ce hwe nu ye wɛ
ne cherche pas ce prétexte	ma ɖó nù nú nù nɛ́ ó mɛ̀
je suis à peine entré dans l'église que le prêtre est arrivé	un byɔ yɛxwexɔmɛ tróló jɛ́n yɛxwenɔ wá
je suis prêtre	yɛhwenɔ wɛ nú mì
je n'en ai pas la preuve	un ɖó xlɛ́ tɔ̀n ă
en cas d'accident tu préviens les pompiers	nu awovi wa jɛ ɔ a na ylɔ zocitɔ lɛ
c'était à prévoir	nŭ e hɛn ɔ́ e na kó lín ɖ'áyĭ wɛ̀
je l'avais prévu	un ko tuwùn mɔ̆
il manque de prévoyance	é nɔ́ lìn sɔgúdó ă
calme-toi je t'en prie	gbɔ se à
que nous prions à la maison	mi nù mà xa yɛxwe ɖo xwe tɔn gbe
je t'en prie	un ɖo kɛnklɛɛn nu we
je vais le prier	un ná xò àsɔ̀ n'í
prier pour quelqu'un	xo ɖɛ nu mɛ
j'ai grand faim je t'en prie donne-moi quelque chose	xovɛ sin mì tlala kɛnklɛ́ɛn bo ná mì nùɖé
il refusa d'écouter sa prière	é gbɛ́ tó ɖó vòsísá tɔ̀n
j'ai manqué la prière du matin	un gɔ̀n yɛhwe zănzăn tɔn xà
il y avait beaucoup de princes dans sa famille	axɔvi gege ɖo hwɛndo tɔn mɛ
le tronc est la partie principale du corps	akɔnta wɛ nyi fi ɖaxo wutu mitɔn tɔn
les principales parties du corps sont la tête le tronc les bras et les jambes	fi wutu tɔn lɛ ɖie ta akɔnta awa afɔ
c'est le principal que tu viens de faire	taji ɔ́ nɛ́ a bló wá yí nɛ́
les fleurs s'ouvrent au printemps	folo lɛ nɔ hun ɖo xwejisun hwenu
je vais acheter du tabac à priser	un na xɔ azɔnunu
il est à la prison	é ɖò gankpá ɔ́ mɛ̀
mon père m'a privé de nourriture	daá cé tɛ̀ nùɖúɖú mì
c'est à quel prix	akwɛ́ nabí e nɔ sà
nous allons débattre le prix	mì ná ɖɔ̀ akwέ tɔ̀n
il veut la chose à tout prix	nù ɔ́ gbo vɛ̆ ɛ̀
je ne connais pas son prix	un tuwùn akwɛ́ tɔ̀n ă
je l'ai acheté à vil prix	un xɔ̀ gbawunjo tɔ̀n
j'ai des problèmes	é gbo mì
quel est le problème	tagba tɛ wɛ
a la prochaine fois	e sù hweɖénu
ne désire pas la femme de ton prochain	ma lin ná bà nɔzo towe'si ó
prenez la prochaine sortie	mi ze titɔn ɖe na wa ɔ
d'accord ça fait à la prochaine	oo éyi hwedevonu
il se peut que j'aille en angleterre l'an prochain	un si yi glɛnsi tomɛ xwe ɖe jawe ɔ
le jour est proche	azàn ɔ̀ kó sɛ́ kpɔ́
la fête de noël est proche	nataa sin xwe ɔ sɛ kpɔ
il proclame la parole de dieu	é nɔ́ jlá măwù xó
il a vendu son champ pour se procurer quelque chose	é sɔ́ gle tɔn sa ɖù
je lui ai procuré un emploi	un mɔ̀ azɔ̀ n'í
il est prodigue	agadá wɛ́ n'í
les arbres ont fini de produire cette saison	atín lɛ́ kɛn xwè
l'arachide produit beaucoup	aziín nɔ sɔ́ kɛcɛɛ̀
le palmier produit	dè nɔ́ jà
il regardait ce qui allait se produire	e ɖò nù é ná jɛ́ ɔ́ kpɔ́n wɛ̀
toi l'individu au derrière proéminent	hwi nú yonu zyánzyán élɔ ́ɛ
il se mit à proférer des menaces contre son ennemi	é jɛ̀ adàn gblɔ́n nú kɛntɔ́ tɔ́n jí
brenda est professeur d'anglais	brenda ɔ mɛsi glɛnsingbe kplɔnmɛtɔ wɛ
toi et ta femme êtes-vous professeurs	we kpo do asi towe kpo nukplɔnmɛ tɔwe mi nyi a
il a fait un gros profit	e ɖu lè hù lè
quel profit en retireras-tu	lè tɛ́ a na mɔ̀ ɖ'é mɛ̀
le commerce ne m'a pas profité	ajɔ̀ ɔ̀ lá mì
cela ne t'a pas profité	e lá wè
il trompe les gens pour profiter d'eux	é nɔ xo mɛ ɖù
tout le monde profitait du beau temps	mɛ bi ɖo gbɛ nu wɛ
sa plaie est profonde	akpa tɔn kun do boò
le puits est profond	tɔ ɔ́ gɔ́ngɔ́n
un tesson de bouteille m'a profondément blessé au pied	goxwɛ lán afɔ nú mì
cela m'a profondément blessé	nù ɔ̀ vɛ́ nú mí dín
tout le monde croyait que le progrès était merveilleux	mɛ bi ɖi ɖɔ nukɔn yiyi ɔ nyɔ
ton travail progressera ça ira	azɔ̀ tówé ná yi nukɔ̀n
pourquoi es-tu en proie à l'envie	đ'áni wú a ɖò wù hwán wɛ̀
je bois à la réussite de notre projet	un ɖo ahan nu wɛ
que projettes-tu de faire avec cela	ani a lin ná dó wá ná
il est allé en promenade	é yi sa mɛ̀
il s'est promené à travers le village	e ɖi sa gbɔ̀n toxo ɔ́ mɛ̀
il se promène	é nɔ́ xò sáwúngíɖó
la poule se promène suivie de ses poussins	koklo ɔ ɖo sa ɖi wɛ vi tɔn lɛ xwe d'ɛ
allons-nous promener cet après-midi	mi ni yi ɖi sa hwemɛ elɔ
je me promène seulement	sa ɖi wɛ un ɖè kpowùn
je me promène un peu	un ɖò sa kpɛɖé ɖí wɛ̀
ils se promènent à pas lents	yĕ ɖò yiyi wɛ̀ sɛ́ɛ́ sɛ́ɛ́
c'est à abraham et à sa descendance que dieu a fait ses promesses	ablahámu kpódó aɖimɛví tɔ́n kpán wɛ̀ măwù d'ákpá ná
il a fait une promesse non suivie d'effet	e dó akpá maɖemaɖe
koku a promis de partir	kɔku do akpa ɖɔ emi na yi
fais promptement que nous partions	blò glíwún nú mì ná yì
il a prononcé le nom de mon père	é ylɔ́ daà ce nyikɔ́
il a eu l'intelligence du propos	e wɔ́ xó ɔ́
quel propos tenez-vous là	gbè tɛ́ nɛ́ ɖɔ́ wɛ́ mi ɖe nɛ́
tous ces propos sont restés lettre morte	xó nɛ́ lɛ́ bì dín wá yi saà
qu'est-ce que tu proposes	enyí towe wɛ ɔ́ nɛ̆ a na bló gbɔ̀n
il accepta la proposition	e yí gbe ná
sa main est propre	alɔ tɔn mɛ́
ton habit est propre	awu towe mɛ́
il est petit mais propre et confortable	e hwe amɔ e mɛ bo nyɔ
c'est mon propre enfant	vĭ cè jiji wɛ̀
fais cela proprement	fɛ́ wù ná bó bló
c'est ma propriété	ayìkúngban ce wɛ̀
c'est ma propriété	nù cé wɛ ̀
il est envieux de ma prospérité	nù cé sù nukún tɔ́n mɛ̀
il s'est prosterné en s'envoyant beaucoup de sable sur la tête	é ɖè kɔ́ dó ta wawawà
il est sous sa protection	é ɖ'afɔ tɔn lɛ́ glɔ́
il est allé se mettre sous la protection du chef	e hɔ́n yi sù găn
sɛn ɖokpo ɔ wɛ na ɖo nu do mɛ bi nu lobɔ é ka do na nɔ azɔgba ă	gbɛtɔ bi ɖo na wa azɔ azɔ e ja jlo é wɛ é na wa
toute personne a droit à la protection de la loi contre de telles immixtions ou de telles atteintes	mo ɖokpo ɔ e ka ɖɔ na dɔ winnya mɛ bo lɛ kɔn wi mɛtɔn ă acɛ e nyi gbɛtɔ tɔn e ɖó hwlɛn mɛ ɖo ali enɛ ɔ nu
je viens me mettre sous ta protection	un wá su wè
on prend soin de lui	e ɖ'àlɔ̀ xɛ́ n'í wɛ̀
il s'est protégé contre la pluie	e glɔ́n jĭ
ma famille s'est protégée contre les ennemis	kúnkán cé ján agbò dó kɛntɔ́ lɛ́
que dieu te protège mon fils	măwŭ ní nyi kɔ́ wè vĭ cè
protège ta flamme lampe	xɛ́ alɔ nú myɔ́ tówè
tu lui diras ce proverbe	a na dó lò élɔ́ n'í
il m'a donné la réponse au proverbe	é flɔ́n lŏ nú mì
quand emploie-t-on ce proverbe	hwetɛ́nu e nɔ dó lò énɛ́ ɔ́ dó
je n'ai pas compris ce proverbe	un mɔ̀ nŭ jɛ̀ lò élɔ́ mɛ̀ ă
nous ferons ainsi provisoirement	mì nà tó bló mɔ̆ hwɛ̆
c'est moi qui l'ai provoqué	nyi wɛ ba nu tɔ̀n
ma maison est à proximité d'ici	xwé cé ɖò dokɔ fí
il est prudent	ayi tɔn ɖo tè
viens te mettre en public	wă jɛ̀ wèdédé
il ne voulait pas dénoncer publiquement sa femme	e jló na dó winnya asì tɔn ă
elle est allée puiser de l'eau au puits	e yì sin dun gbé ɖo tɔ nu
il y a peu de monde à puiser	tɔ ɔ nu xɔ́
puisque c'est comme ça je m'en vais	de e nyi mɔ ɔ un na yi
il donnera la puissance à son peuple	e ná ná alɔkpénùjí togun tɔ̀n
il est puissant	e kpé nù wú
dieu le père tout puissant	măwù tɔ́ nŭbìwùkpétɔ́
le chauffeur sera puni	e na dɔn to nu hunkun tɔ ɔ
s'ils sont méchants on les punira	nu ye nyla hun ɔ e na dɔn to nu ye
l'enfant puni baisse la tête	vi dɔn to na ɔ ɖo kɔ do
c'est un homme au coeur pur	ayi tɔn ɖo wɛ̀n
ca va couler en pure perte	e ná lúlú
tu es un pur fon	fɔnnu ɖésú wɛ́ nú wè
le grand frère a acheté de l'alcool très très pur	fofó jὲ ahan akú cácá
on prépare de la purée d'igname	e nɔ kpàn tenyà
il y a beaucoup de pus dans ta plaie	akpa towe ɖò sin dó wɛ́ dín
les pygmées sont de grands chasseurs	gbenyatɔ ɖaxo wɛ nyi tɔxɔsu lɛ
c'est quelqu'un de qualifié dans le mal	awùngósú wɛ́ n'í
quand tu seras revenu	a yi bo wa ɔ́
et s'approchent des fermes quand il fait nuit	bo nɔ sɛ kpɔ gleta lɛ hwenu ɖe zan ku ɔ
il fumait une cigarette quand je suis entré dans la pièce	e ɖo azɔ nu wɛ hwenu ɖe un byɔ xɔ mɛ ɔ
il ne se rappelle plus quand son patron est venu	e sɔ flin hweɖenu gan tɔn wa ɔ a
quand auras-tu fini ton travail	hwetɛ́nu a na bló azɔ̀ tówé fó
quand cela aura-t-il lieu	hwetɛ́nú é ká ná jɔ̀
quand irai-je le voir	hwetɛ́nú wɛ̀ un ka ná mɔ́ ɛ́ ɖó nukún wú
quand je n'arrive pas	nu ma jawe a
le train passe quand la voie est libre	pipan ɔ nɔ din nu ali ɔ vo ɔ
je le ferai quand même	un na bló dandàn
j'ai de la monnaie en grande quantité	akwɛ́ cícɛ́ ɖ'así é kpɔ́ xayaà
il y a de l'argent en quantité dans le cache-sexe de mon père	akwɛ́ ɖò tɔ́ cé sín vatɛ́ mɛ̀ gbidiì
il a ramassé l'argent dans son porte-monnaie et il y en avait en quantité	é bɛ́ kwɛ́ dó akpɛ́tɛ́ tɔ́n mɛ́ b'ɛ́ ɖo wɔgiì
il a de la farine en quantité et la vend	é ɖó linfín wɔgɔwɔgɔ bó ɖo sisa wὲ
il ma donné une toute petite quantité de maïs	é ná mì gbadé tíwún ɖé
il a pris une certaine quantité de haricots	é wún ayikún
quelle quantité veux-tu	nabí mɔ̆ ba a ɖè
au bout de quarante jours ils revinrent	azàn kanɖé gúdó ɔ́ yè slɔ́ wá
j'en vends quarante pour cinq cents francs	un nɔ sà kanɖé kpɔ́wun kó
nous sommes venus en un quart d'heure	mì wá cɛ́jú afɔ́tɔn mɛ̀
quel quartier habites-tu	sla tɛ́ mɛ a nɔ nɔ̀
tu partiras vers quatre heures de l'après-midi	ényí hwe jɛ̀ tókpá ɔ́ a ná yì
quatre femmes et quatre hommes	nyɔnu enɛ kpodo sunnu enɛ
est-ce que tu t'en es tiré	a gan ɖ'é mɛ́ à
que tu ailles à la maison	a ni yi xwe gbe
qu'on charge les bagages sur la tête	agban ní yí ta
que agoo reste là-bas et que la personne entre	agoò ní nɔ̀ dɔ̆n nú mɛ wá yì
la plaie qu'il a au pied a creusé un trou profond	akpa e ɖ'afɔ tɔn ɔ́ kun do hlolò
il n'y a pas qu'une seule voie dans la vie	ali ma nyi ɖokpo
qu'est-ce que tu as cuisiné	ani a ɖa
qu'est-ce que c'est	ani ka nyí
assiba a refusé que les enfants se reposent	asiba gbɛ ɖɔ vi lɛ ni ma gbɔjɛ o
pour que j'ai plus d'esprit que toutes les autres bêtes de la brousse	bo nu ma ɖu ɖo kanlin gbɛmɛ tɔn lɛ bi ji
celles que nous avons achetées le mois dernier étaient parfaites	de mi xɔ wa yi ɖo sun ɖe ɔ mɛ lɛ ɔ nyɔ ganji
le trou que l'on a creusé va très profond	do e kun ɔ́ yi káká bó ɖo boò
mange ce riz que celui-ci a préparé	ɖu nu mɔlikun elɔ ɖee mɛ nɛ ɖa ɔ
il a dit que tu viennes	é ɖɔ̀ hwi ní wá
qu'on le mette à mort pour qu'il cesse ses vilenies	e hù nù nɛ́ bó nú é gbɔ̀ nù yá ɖò fínɛ́
qu'on ne dise pas glexwé pour oublier kpasè	e ma ɖò glexwé ɖɔ́ wɛ̀ bó nú kpasɛ wá bú ó
il est bon que je parte	e nyɔ nu un ni yi
oh que c'est bon	é víví lóo
que vas-tu faire	etɛ́ a na bló
que dit dosu	etɛ́ ɖɔ́ wɛ̀ dosu ɖè
qu'est-ce qu'il y a ici	étɛ́ ká ɖíé fí è
il ne vit que dans son champ	gle tɔn jɛ́n nɔ́ ná nùɖúɖú ì
que je n'aille pas	má yi a
celui que tu aimes est malade	mɛ a yí wàn ná ɔ́ é ɖ'azɔn jɛ wɛ̀
que ce soit pour la première et la dernière fois	n'í nyí kplókpló
que veux-tu acheter	nù tɛ́ a jlo ná xɔ̀
elle ne boit que de l'eau	sin jɛn nɔ nu
j'ai dit que	un ɖɔ̀ jí mɛ
et je te dis que	un kɔn nɔ ɖɔ nú wé ɖɔ̀
je croyais que tu l'aurais vu	un vɛ dó a na mɔ ɛ wɛ sín
ce ne sont que des oranges acides qu'on a amenées au marché aujourd'hui	yovózɛn sinvɛsínvɛ́ ɖé lɛ́ kɛ́ɖɛ́ wɛ́ wá axi ɔ́ mɛ̀ égbé
est-ce que tu n'as pas vu quelle grande quantité de champ j'ai labourée aujourd'hui	a ma mɔ glè tobútobú ɖé un lɛ̀ égbé ɔ́ à
quelle sorte d'alcool veux-tu	ahan syɛnsyɛn ɖe tɛ ba a ɖe
quelle boisson veux-tu	ahan tɛ ba a ɖe
de quel clan es-tu	akɔ tɛ́ nú wɛ́ nú wè
de quel côté est-il parti	akpá tɛ́ xwé é hɔ́n yì
quelle plaie affreuse	anyatàn tɛ́ ká ɖíè
c'est quel jour aujourd'hui	azan tɛgbe wɛ yi egbe
quelle mesure as-tu prise	bà tɛ́ mɛ̀ a ka kpɔ́n dó
raconte-moi à quel point c'était intéressant	dɔ ɖe e vivi gbɔn nu mi
en quelle année	đò xwè tɛ́ mɛ̀
les gens de quel endroit	fi ɖetɛ sin mɛ lɛ
et toi tu viens de quelle ville	hwɛ lo toxo tɛ mɛ a gosin
excusez-moi quel âge a votre chien	mi sɔ kɛ mi xwe nabi wɛ cuku mitɔn ɖo
quelle quantité veux-tu	nɛ̀ é ná sú sɔ̀
quel est ton prénom	nɛ̆ nyìkɔ́ tówé nyí
en quel mois sommes-nous	sunzan nabí mɛ̀ mĭ ɖè
ce n'est pas une nourriture quelconque que nous avons mangée	nùɖúɖú aya wɛ̀ mĭ ɖù ă mɛ̀
tu cueilles quelques mangues	a ɖo amaga ɖe lɛ gba wɛ
tu vas me donner quelque chose pour ce que tu me demandes	a na kpá sìn nú mì
as-tu quelques nouvelles de lui	a sè wìnní tɔ́n à
tu m'as apporté quelque chose	a zɔn kuu à
la mort qui trouve quelque chose à manger ne le laisse pas	agblagóji nɔ mɔ̀ nù ná ɖú bó nɔ́ jó dó ă
il se doutait de quelque chose	ayi tɔn bà nŭ
cherche donc quelque chose pour moi	bà nùɖé nú mí ó
dans une demi-heure vous serez convaincu qu'il vous reste quelques amis	do ganxixovlɔ mɛ ɔ mi na mɔ ɖo xɔntɔn kpɛɖe ji kpo nu mi
confier quelque chose à quelqu'un	ɖo nu nu mɛ
il a tué quelqu'un	e hu mɛ
c'est quelque chose	é má nyí nùɖé ă
il part dans quelques jours	e na yi ɖo azan yɔywɛ ɖe
c'est bien quelque chose	é nyí nùɖé ján
je viendrai quelques moments après le chant du coq	kokló kɔ́ así nú é nɔ zaan ɔ́ un na wá
nous jouons avec quelques camarades	mi ɖo ayihun da wɛ kpodo xɔntɔn ɖe lɛ kpo
je passerai quelques jours à la campagne	na blo azan kpɛɖe ɖo gleta
un malheur est arrivé à quelqu'un	nŭ gbò mɛ
depuis quelque temps il pleut	sin hweɖenu din ɔ ji nɔ ja
je peux avoir quelque chose à manger	un hɛn na mɔ un ɖe ɖu a
j'ai déjà mangé quelque nourriture	un ko sɔ́ jɛ̀
je prendrai quelques jours de congé	un na yí gbɔjɛ kpɛɖé
je suis allé remettre quelque chose à mon grand frère	un zé nuɖé yí jó nú fofó cè
faire un grigri pour quelqu'un	wa bo nu mɛ
je puis faire quelque chose	wù yá mì
y a-t-il quelque affaire	xó ɖé tíín à
cherche à répondre par toi-même à cette question	dŏ gàn bó yí gbe nú nùkánbyɔ́ élɔ́ lɛ́
c'est la grande question que tous les hommes se posent	nù nɛ́ ɔ́ wɛ̀ gbɛtɔ́ lɛ́ bì nɔ́ kánbyɔ́ yèɖéé
je vais te poser une question	un na kan nu ɖokpo byɔ we
nu kan byɔ ɔ xo wɛ nɔ gɔ nu we à	e kan byɔ ahwlikpɔnuwa ɖɔ aximɛ wɛ xwe aji e ɖɔ
je l'ai questionné et il a refusé de répondre	un kan xó by'ɛ́ b'ɛ́ tín dó mì
celui qui a payé la boisson prend le fond	ahanjetɔ́ nɔ́ nu ahangɔ̀
il était une grande jeune fille qui s'appelait sika	ahwliví winnyawínnyá ɖokpó wɛ́ tíin bo nyikɔ́ tɔ́n nyí siká
la route qui va dans son village n'est pas bonne	ali ɖee yi gleta tɔn ɔ gble
qu'est-ce qui te faire rire	ani ka zɔ́n b'a ɖò nù kó wɛ̀
papa voici mon ami qui vient de la france	dáa xɔntɔn ce ɖee gósin franse tomɛ ɔ ɖie
qui a des cheveux fins	ɖo ɖa feɖefeɖe ɔ
c'est la pluie qui m'a arrêté	jì wɛ́ ɖó mí tè
a qui as-tu parlé	mɛ a ɖɔ xo na
pour qui travailles-tu habituellement	mɛ̆ a ka nɔ w'àzɔ̀ ná
la personne qui ne vint pas	mɛ ɖe ma wa
celui qui m'aime	mɛ ɖee yi wan nu mi ɔ
qui a gagné	mɛ̀ ká ɖú ɖ'é jí
qui est-ce donc qui	mɛ ka wɛ
c'est pour qui	mɛ tɔ́n wɛ̀
a qui est cette montre	mɛ tɔn wɛ nyi gan elɔ
qui a fait l'accouchement pour toi	mɛ̀ wɛ́ jì vì nú wè
je vais désigner ceux qui vont rester ici	un ná ɖè mɛ ɖé ɖè ná nɔ̀ fí lɛ́ é
je ne sais pas de qui tu parles	un tuwun mɛ e xó ɖɔ́ wɛ a ɖè ɔ́ ă
quiconque se fâche contre son frère en répondra au tribunal	mɛ ɖĕbù é ná sin xomɛ dó nɔví tɔ́n ɔ́ e nà ɖɔ̀ hwɛ x'ɛ́
le quinzième jour du mois	azăn afɔ́tɔngɔ́ ɔ́ ɖò sunzán ɔ́ mɛ̀
il me quitte	e ɖo jijo mi do wɛ
elle m'a quitté	é sɔ́ ɖò sin ce mɛ̀ ă
le grand frère a quitté les gens sans rien dire et est allé à la maison	fofó hɔ́n sín mɛ mɛ lɛ́ɛ́ bó yi xwé
je ne pourrais pas le quitter	un si jo e do a
qu'ils quittent ma maison	ye ni gosin xwe ce gbe
il est sur le qui-vive	e ɖò xɛsi jí
de quoi te mêles-tu	ani mɛ tɔ́n ɖé wɛ̀ a ɖè
a quoi cet argent sera utile	ani wɛ akwɛ́ élɔ́ jɛ́ xá
de quoi s'agit-il	aní wú wɛ̀
après quoi il eut faim	enɛ ɔ gudo ɔ xovɛ wá sín i
quoi vous dormez	etɛ́ sín amlɔn dɔ́ wɛ̀ mi ka ɖè
tu es au bord de quoi	etɛ to a ɖe
sur quoi t'a-t-il fait des reproches	étɛ́ wú é ɖɔ̀ nù dó nú wè
c'est pour quoi	étɛ́ wútú wɛ̀
je ne sais de quoi demain sera fait	sɔ̀ ma zé gè kpɔ́n
et son prix quel rabais as-tu obtenu	axi tɔn lo nabí a ɖe axi tɔ̀n
il a vendu au rabais	e sà kpɔcɔnu tɔ̀n
c'est un homme râblé	gbɛtɔ́ píwún píwún wɛ̀
il a raccommodé mon pantalon	e ɖɛ́ cokoto nú mì
la pauvre maman les raccommode	nɔ tɔn wamanmɔnɔ ɖo ye tɔ wɛ
je raccompagne quelqu'un	un ɖò mɛ nyi wɛ̀
je vais te raccompagner	un na nyí wè
il est de très bonne race	é nyɔ́ kún káká
les pygmées de la brousse sont une race d'hommes très petits	toxosu zunkan mɛ tɔn lɛ ɔ gbɛtɔ kpɛvi sin kun mɛ ye jɔ ɖe
il s'est râclé la gorge	é klɛ́n kɔ mɛ̀
il m'a raconté son voyage	e ɖɔ̀ lĕ é yi tomɛ gbɔn nú mí é
il raconte le passé	é ɖò tan kpi wɛ̀
non raconte-moi clara	eo ɖɔ nu mi klara
tu racontes ce que tu as vu	nuɖe a mɔ ɖɔ a ɖe
cette radio ne peut pas rester sur cette petite table	xojlagbavi elɔ si nɔ azinkpo kpɛɖe elɔ ji a
voici de l'eau rafraîchissante	sin fá kɔ̀ ɖíè
le tissu est raide	avɔ ɔ syɛ́n kàn
il a raillé cet homme	e cá nya élɔ́ kò
il me raille	é ɖò slámɛ ɖɔ̀ wù yé wɛ̀
tu as raison	a ɖo hwɛjujɔ
il m'a mis à la raison	é cí asɔ nú mi
il a ri sans raison	é kò lĭkpà
il a raison	hwɛ tɔn jɔ̀
tu as raison	hwɛ towe jɔ̀
j'ai mes raisons	nù é wú wɛ́ é ɖ'así cè
j'ai quelques bonnes raisons de ne pas l'aimer	un ɖo hwɛjijɔ yɔywɛ ɖe lɛ bo ma na ɖo yi wan n'ɛ a
tu as raison	xó tówé nyɔ́
il n'est pas très raisonnable	é ɖò lugbè ganjí ă
il est raisonnable	tamɛ tɔn kpé
il raisonne bien	é ɖò lugbè
il raisonne bien	tamɛ tɔn sogbè
